Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
11,10565,"""12:57""","Yes, sir. I agree with Brady on what he had to say about the closing. Those loopholes and to foreigners that's one of the biggest things that I think that needs needs to happen. And I don't particularly like the raising the limits as that just more bad competition in our elections.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,48427,"""13:27""",I guess I agree. I guess we're doing some repetition here. That I don't think that the limit should be increased. I would like to see a change in the way that the campaigns are done. And I think raising limits further increases the disparity among candidates. And the some of the ugliness that occurs and certainly we should close the loopholes on,yes," 1. The speaker expresses their agreement with a previous statement.
2. It is noted that there is repetition in the current conversation.
3. The speaker states their opposition to increasing a limit.
4. A desire for change in the way campaigns are conducted is expressed.
5. It is argued that raising limits would increase disparity among candidates.
6. The speaker expresses concern about the ""ugliness"" that occurs in campaigns.
7. It is suggested that existing loopholes in campaign regulations should be closed.", It is argued that raising limits would increase disparity among candidates, The speaker states their opposition to increasing a limit, It is suggested that existing loopholes in campaign regulations should be closed,,,,,,,,,,,,," The speaker expresses their agreement with a previous statement  It is noted that there is repetition in the current conversation  A desire for change in the way campaigns are conducted is expressed  The speaker expresses concern about the ""ugliness"" that occurs in campaigns",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
13,48427,"""13:27""", on foreign involvement.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,48499,"""14:02""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,48499,"""14:02""","I agree. One other point, I would love to see a constitutional amendment that would allow more regulation of independent political expenditures. I don't see how allowing corporations to spend money on. Their preferred candidates is equivalent to free speech, but it again, making a constitutional amendment would be very difficult.",yes," 1. The speaker agrees with a previous point.
2. They would like to see a constitutional amendment for more regulation of independent political expenditures.
3. They do not believe that allowing corporations to spend money on their preferred candidates is equivalent to free speech.
4. They acknowledge that making a constitutional amendment would be difficult.",, They do not believe that allowing corporations to spend money on their preferred candidates is equivalent to free speech,,,,,,,,,,,,, They would like to see a constitutional amendment for more regulation of independent political expenditures, The speaker agrees with a previous point  They acknowledge that making a constitutional amendment would be difficult,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
16,48499,"""14:02""", What?,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,48538,"""14:34""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,48538,"""14:34""","I definitely do not agree with raising limits on contributions. I think they're over the top already. First thing that came to mind to me, I'm closing loopholes on foreign-controlled entities. I'm wondering if that's a lot of American businesses that are actually owned by Foreign entities, which could create some interesting discussion to say the least.",yes," 1. Disagreement with raising limits on contributions.
2. Current limits are considered already high.
3. Plan to close loopholes on foreign-controlled entities.
4. Possibility of many American businesses being owned by foreign entities.
5. Anticipation of interesting discussion regarding this issue.",, Disagreement with raising limits on contributions  Current limits are considered already high, Plan to close loopholes on foreign-controlled entities,,,,,,,,,,,, Possibility of many American businesses being owned by foreign entities, Anticipation of interesting discussion regarding this issue,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True
19,48491,"""16:54""","I want to say I am against public funds and vouchers. And any idea like that again, there's already so much other stuff that I think. Because, where's that money? Going to come from US taxes and I feel like",yes," 1. The speaker is against the use of public funds and vouchers.
2. The speaker expresses concern about where the money for public funds would come from.
3. The speaker believes that the money would come from US taxes.
4. The speaker implies that they disagree with the idea of using public funds for the specified purpose.",,,,,,,,,,,,,, The speaker is against the use of public funds and vouchers  The speaker expresses concern about where the money for public funds would come from  The speaker believes that the money would come from US taxes  The speaker implies that they disagree with the idea of using public funds for the specified purpose,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
20,48491,"""16:54"""," I'd rather have money like that go to something like feeding kids that are hungry than supporting candidates. While I understand the idea I'm not for any kind of public funds and vouchers. Yeah, that's what I have to say.",yes," 1. The person would prefer money used for political campaigns to be used for feeding hungry children instead.
2. They do not support the use of public funds and vouchers for political campaigns.
3. They understand the reasoning behind using public funds for campaigns, but still do not agree with it.",,,,,,,,,,,,,," They do not support the use of public funds and vouchers for political campaigns  They understand the reasoning behind using public funds for campaigns, but still do not agree with it", The person would prefer money used for political campaigns to be used for feeding hungry children instead,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
21,9948,"""17:32""","I agree with Courtney on the on the voucher piece of it that is that's one thing that we've covered so far that I can't really wrap my head around like what they think that would accomplish to me. It doesn't feel like it adds any value outside of voting for your preferred candidate. So now, I'm just going to vote for that person and give them two hundred dollars or whatever the amount is. It just, it doesn't seem to make sense to me. But in terms of the raising the disclosure,",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,9948,"""17:32""","Amount again that doesn't make sense. Like in my mind, if I'm willing to give somebody 200 dollars towards their campaign, I've got no problem with people knowing that I support them and I probably already have a sign in my front yard so I don't necessarily see what that would solve either.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,10483,"""18:15""","So yes, I am totally against vouchers as well, but going to Brady's point. I remember a while back that Bernie Sanders was in favor of it because he felt like it gave a More Level Playing Field to the common person. But yeah, I feel like like Courtney that our money could be going to better things like Social Services.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,10483,"""18:15"""," And also I feel like we shouldn't raise, the raise the limit. I think that there needs to be greater transparency.",yes," 1. It is suggested not to raise the limit.
2. There is a need for greater transparency.", It is suggested not to raise the limit,,,,,,,, There is a need for greater transparency,,,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
25,48352,"""19:00""","I like the fact in terms of vouchers, they attempt to try to bring the financing of campaigns back to the people.",yes," 1. The fact that vouchers aim to finance political campaigns through the people is appealing.
2. This approach tries to move campaign financing away from other sources.
3. The initiative is an attempt to bring financing back to the people.",,,,,,,,,,,,, The fact that vouchers aim to finance political campaigns through the people is appealing  This approach tries to move campaign financing away from other sources  The initiative is an attempt to bring financing back to the people,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26,48352,"""19:00"""," But again, I don't know where the money is coming. I it's in terms of using public funds, I'd rather it not cost, millions of dollars to run a campaign to begin with. Don't I didn't. But I don't really have the answer heard that either way, but I do like, the last two are crying disclosure for packs and election, campaign expenditures because I want to know,",yes," 1. The speaker is unsure where the money for a campaign is coming from.
2. They express a preference for not using public funds for campaigns, especially if it costs millions of dollars.
3. The speaker does not have an answer regarding the use of personal funds for campaigns.
4. The speaker mentions two things they like: financial disclosure for campaign packs and election campaign expenditures.
5. They explain that they want to know about the financing of campaigns.",,,,,,,,, The speaker is unsure where the money for a campaign is coming from  The speaker mentions two things they like: financial disclosure for campaign packs and election campaign expenditures,,,,," They express a preference for not using public funds for campaigns, especially if it costs millions of dollars",, The speaker does not have an answer regarding the use of personal funds for campaigns  They explain that they want to know about the financing of campaigns,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
27,48355,"""19:37""","I would actually be opposed to the disclosure requirements reason being is that it can lead to harassment or worse of people who are making the donations. Just going to throw out the example during the Civil Rights era, if it was possible to, you know, by law go and find out who the people who were supporting the, you know, Freedom Riders and other sorts of political campaigns like that.",yes," 1. The speaker is opposed to disclosure requirements for political donations.
2. The reason for their opposition is the potential for harassment or worse towards the people making the donations.
3. An example is given of the Civil Rights era, where finding out the supporters of movements like the Freedom Riders could have led to negative consequences.",, The reason for their opposition is the potential for harassment or worse towards the people making the donations,,,,,,,,,,,, The speaker is opposed to disclosure requirements for political donations," An example is given of the Civil Rights era, where finding out the supporters of movements like the Freedom Riders could have led to negative consequences",,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
28,48355,"""19:37"""," Bad things are going to happen to them, you know, and hopefully we're past that these days but in the case, where you have a laundry list of people who are opposed to you politically, I just don't think that should be a resource.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,48495,"""20:19""","I don't think that public funds should be used to finance elections, and I also think that",yes," 1. The use of public funds for financing elections is not recommended.
2. This opinion is based on the belief that public funds should not be used for this purpose.",,,,,,,,,,,,,, The use of public funds for financing elections is not recommended  This opinion is based on the belief that public funds should not be used for this purpose,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30,48495,"""20:19"""," Things like the packs, they should disclose their top donors and officials.",yes," 1. The packs should disclose their top donors.
2. The packs should disclose their officials.",,,,,,,,, The packs should disclose their top donors  The packs should disclose their officials,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
31,48495,"""20:19"""," and,",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,48495,"""20:19""", I guess that's all.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,48499,"""20:49""","I think to James's point, I actually might initial view is as much disclosure and transparency as possible. Would be a good thing because just knowing, like, who's putting out the who's behind those political ads and all this incredible spending, it's important to know.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,48499,"""20:49"""," So I would, my question would be, are there ways to ensure like what are the real problems with disclosure? Is it really threatening to individuals?",yes," 1. The question is about the problems with disclosure.
2. The specific concern is whether disclosure is a real threat to individuals.",,,,,,,,, The question is about the problems with disclosure,,,,,,, The specific concern is whether disclosure is a real threat to individuals,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
35,10565,"""21:27""","I have seen where it has been when people know who this is closed, but on the other hand, you would like to know who are the other people that are seeing seeing things the way you do with that candidate. And so, let's the taxpayers money. Shouldn't shouldn't be supporting these public funds. That's just not a good thing to do.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,48352,"""22:00""","I think to dress James, by the way that I read the last two, the interns of Voters sixty full information, the major supporters behind a pack, they're not going to be regular people like the amount of money that's used to prop these things up is Way Beyond regular Joe's, like income level. These are Big corporations. These are Big. This is a lot of money. So in terms of safety, it wouldn't the likelihood. That would be an individual person would be low like an actual more of",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,48352,"""22:00""","Person. And then in terms of campaign expenditures, just feels like the last one you can make the disclosure, like, oh, if you disclose, if you put in more than like 10 grand as a contributor, again, mostly would be not people regular people.",yes," 1. The text is about campaign expenditures.
2. The author suggests that disclosure of campaign contributions should be required.
3. The threshold for disclosure is set at $10,000.
4. The author suggests that the contributors who would be affected by this disclosure are not ""regular people.""", The text is about campaign expenditures,,,,,,,, The author suggests that disclosure of campaign contributions should be required,,,,"""",," The author suggests that the contributors who would be affected by this disclosure are not ""regular people"," The threshold for disclosure is set at $10,000",True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True
38,48491,"""22:45""","I think well because it says on here contributions to candidates at least one of the points is over. $200 that I do think that's an everyday Joe. I mean, not every, every person but I'm personally against anybody knowing how I spend my money. I think it's my money to be spent how I choose to be sent and whether that's two hundred dollars or two hundred thousand dollars, I don't think that it should be anybody's business.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,10565,"""24:02""","I think it would be a good idea if they had an individual organization instead of letting our legislators, do it, because our legislators know where, where people live and they, they do it to suit, whichever party is happening to be on that legislature. Glacier committee. And we have some really crazy things that have happened here in Casper because it was left up to the legislators and we need to, I think an independent group would be much better.",yes," 1. The speaker thinks having an individual organization to create legislative districts is a good idea.
2. The speaker believes that currently, legislators are responsible for creating districts, which can result in bias towards their own party.
3. An example of bias was given, where ""crazy things"" have happened in Casper due to legislators' involvement.
4. The speaker suggests that an independent group would be better suited to create fair legislative districts.",,,,," The speaker thinks having an individual organization to create legislative districts is a good idea  The speaker believes that currently, legislators are responsible for creating districts, which can result in bias towards their own party  The speaker suggests that an independent group would be better suited to create fair legislative districts",,,,,,,,,,," An example of bias was given, where ""crazy things"" have happened in Casper due to legislators' involvement",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
40,10565,"""24:02""", Way to do it than have their legislators do it.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,48352,"""24:40""","I agree with Sherry gerrymandering is a problem. It's big problem, it's shouldn't be happening. I want a nonpartisan independent empty to take care of that because it they're always going to try to whoever's in power is always going to try to remain in power is just part of The Human Experience.",yes," 1. The reader agrees that gerrymandering is a problem.
2. The reader believes that gerrymandering is a significant issue and should not occur.
3. The reader suggests that a nonpartisan independent entity should be responsible for addressing gerrymandering.
4. The reader implies that those in power will always try to stay in power, which is a part of human nature.",,,,, The reader believes that gerrymandering is a significant issue and should not occur  The reader suggests that a nonpartisan independent entity should be responsible for addressing gerrymandering,,,,,,,,,,," The reader agrees that gerrymandering is a problem  The reader implies that those in power will always try to stay in power, which is a part of human nature",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
42,48355,"""24:59""","So, I live in Arizona and we actually, we have an independent redistricting commission, it works. Okay? Part of the problem is that it's still controlled, you know? It's a odd number of people and it's a, you know, the the Republican and Democratic representatives are still party flunkies. So you know, it's not the legislators that are doing it but it's not completely independent and impartial",yes," 1. The speaker lives in Arizona.
2. Arizona has an independent redistricting commission.
3. The commission is designed to address redistricting issues.
4. The commission is made up of an odd number of people.
5. Both Republican and Democratic representatives are part of the commission.
6. These representatives are still ""party flunkies,"" meaning they are loyal to their respective parties.
7. The commission is not completely independent and impartial.",,,,, Arizona has an independent redistricting commission  Both Republican and Democratic representatives are part of the commission,,,,,,,,,, The commission is designed to address redistricting issues," The speaker lives in Arizona  The commission is made up of an odd number of people  These representatives are still ""party flunkies,"" meaning they are loyal to their respective parties  The commission is not completely independent and impartial",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
43,48355,"""24:59"""," Oil. But I think it works better than some of the other states. And I mean, it certainly hasn't collapsed in Flames, so",yes," 1. The topic is oil.
2. The speaker thinks oil is effective.
3. The speaker believes oil is more successful than some other states.
4. The speaker points out that oil has not fallen apart or been consumed by flames, indicating its stability.",,,,,,,,,,,,,,,," The topic is oil  The speaker thinks oil is effective  The speaker believes oil is more successful than some other states  The speaker points out that oil has not fallen apart or been consumed by flames, indicating its stability",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
44,48499,"""25:37""","I've lived in North Carolina where there have been a lot of problems with gerrymandering and the legislator being involved with redistricting. So, I am fully support taking redistricting away from legislators and giving that job to Independent commissions.",yes," 1. The text author has lived in North Carolina.
2. There have been issues with gerrymandering in North Carolina.
3. The legislators are involved in redistricting, causing problems.
4. The text author supports taking redistricting away from legislators.
5. The job of redistricting should be given to Independent commissions.",,,,, There have been issues with gerrymandering in North Carolina  The text author supports taking redistricting away from legislators  The job of redistricting should be given to Independent commissions,,,,,,,,,," The legislators are involved in redistricting, causing problems", The text author has lived in North Carolina,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
45,10483,"""26:00""","I also agree. I see that both parties use gerrymandering to their own means. And one thing that I would like to see is a greater emphasis on the senses and I felt like our last census there was kind of surprised ssion because that would support gerrymandering and redistricting. So, yeah.",yes," 1. The speaker agrees that both parties use gerrymandering to their own advantage.
2. The speaker believes that there should be a greater emphasis on the senses.
3. The speaker was surprised by the last census, which they feel supports gerrymandering and redistricting.",,,,,," The speaker agrees that both parties use gerrymandering to their own advantage  The speaker was surprised by the last census, which they feel supports gerrymandering and redistricting",,,,,,,,,, The speaker believes that there should be a greater emphasis on the senses,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
46,10483,"""26:00"""," Yeah, fun. The census.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,48495,"""26:35""","I think you're right about the census because the last census was done during the covid thing and a lot of people didn't know that the census of was even going honor that they were supposed. I, I didn't know. So I know a lot of other people didn't if they depended on the census to as far as doing the redistricting but I think it would be a good idea.",yes," 1. The last census was conducted during the COVID-19 pandemic.
2. Many people were not aware that the census was taking place.
3. The speaker admits that they themselves were not aware of the census.
4. It is suspected that the lack of awareness about the census extended to many other people.
5. The census is used for redistricting purposes.
6. The speaker believes that it would be a good idea to conduct the census.",,,,,,,,,,,,,,,, The last census was conducted during the COVID-19 pandemic  Many people were not aware that the census was taking place  The speaker admits that they themselves were not aware of the census  It is suspected that the lack of awareness about the census extended to many other people  The census is used for redistricting purposes  The speaker believes that it would be a good idea to conduct the census,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
48,48495,"""26:35"""," Idea to have the commission's, special commission to huh? If they were going to do it, that both parties agreed on.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,48352,"""28:14""","Holiday, I wanted to be holiday. I don't understand why it's not a holiday federal holiday for voting so that you can get to the polls.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,48352,"""28:14""","It makes the most sense people have worked to go to otherwise I don't have like vacation to use also align the 16 year olds to register to vote for Local School Board elections. I'm okay with that. It's having a voice to how you to represent, at least a chance to represent yourself and your points of view for people that have that much control over you. I'm okay with that.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,9948,"""28:47""","I agree with the federal holiday for it. I mean I've been lucky enough where my jobs have always been accommodating but I understand that that could be the minority in some cases or not necessarily an option and other. So I think the federal holiday needs to be a thing. I don't necessarily agree with the whole Civic obligation in the small fines for people who do not vote in my opinion, like it's my right to vote. But it's also my right to abstain from voting. So I think",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,9948,"""28:47"""," think that takes it a little bit too far, because then you're going to have people who",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,9948,"""28:47"""," Are just going to go and randomly, cast a ballot Just to avoid a fine and I don't think that's any more beneficial than not voting.",yes," 1. The person is going to cast a ballot.
2. The action is being done randomly.
3. The reason for voting randomly is to avoid a fine.
4. The person thinks that voting randomly is not more beneficial than not voting at all.",,,,,,,,,,,,,,,, The person is going to cast a ballot  The action is being done randomly  The reason for voting randomly is to avoid a fine  The person thinks that voting randomly is not more beneficial than not voting at all,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
54,48491,"""29:29""","That's a good point about just people going to cast a vote just because I personally don't like being told what to do. I don't want to be told what to do, one way or another. And I think the whole idea of the choice is, the choice is to vote or the choice is not to vote. I personally think everybody should vote, but I understand why some people wouldn't or couldn't, and then the whole idea of like, a valid reason who gets to decide what's available reason of why you're not.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,48491,"""29:29""","Not voting allowing 16 year olds to register and vote in local school boards. I think a lot of these discussions we've been having over the last two days is about getting people to vote and getting people to speak their voice. And if we start early and younger, they might feel more empowered to",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,48427,"""30:14""","I agree with making it easier for third parties and independent candidates to appear on the ballot. I disagree with it, making federal election day as a holiday. The polls are open for many hours, the obligate the opportunity to do absentee voting, I think the there is plenty of opportunity for people to cast their votes without adding a national holiday and having managed to work.",yes," 1. Agrees with making it easier for third parties and independent candidates to appear on the ballot.
2. Disagrees with making federal election day a holiday.
3. Believes that current poll hours and absentee voting options provide sufficient opportunity for people to cast their votes.
4. Opposes creating a national holiday for federal elections, as it could interfere with work obligations.",,,,,,,,,,,,,,, Agrees with making it easier for third parties and independent candidates to appear on the ballot," Disagrees with making federal election day a holiday  Believes that current poll hours and absentee voting options provide sufficient opportunity for people to cast their votes  Opposes creating a national holiday for federal elections, as it could interfere with work obligations",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
57,48427,"""30:14"""," Lace, adding one more day that people needed off provides difficulties in that making a civil civil obligation. I disagree with",yes," 1. The argument against adding an additional day off for lace due to difficulties in creating a civil obligation.
2. The author's disagreement with the idea of adding an extra day off for lace.",,,,,,,,,,,,,,,, The argument against adding an additional day off for lace due to difficulties in creating a civil obligation  The author's disagreement with the idea of adding an extra day off for lace,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
58,10483,"""30:59""","I would support a holiday, although I think it'd be really hard for small businesses. And for the service industry, I would like more support for third parties and independents, there's too much emphasis on two parties. I don't support fines and I'm all for 16 year. Olds voting recently in my town, we",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,10483,"""30:59""",We had it on a measure that lost by only 16 votes for 16 year olds and that was really disappointing. I voted to support because if they're they can work then they should,yes," 1. A measure that would allow 16 year olds to do something was voted on.
2. The measure lost by a narrow margin of 16 votes.
3. The speaker felt disappointed about the result.
4. The speaker voted in support of the measure.
5. The speaker's reason for supporting the measure was that if 16 year olds are capable of working, they should be allowed to do the activity in question.",,,,,,,,,,,,,,,," A measure that would allow 16 year olds to do something was voted on  The measure lost by a narrow margin of 16 votes  The speaker felt disappointed about the result  The speaker voted in support of the measure  The speaker's reason for supporting the measure was that if 16 year olds are capable of working, they should be allowed to do the activity in question",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
60,48495,"""31:44""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
