Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
33,9650,"""21:49""","I agree with the full disclosure and I mean, full disclosure on anybody that donates especially over $200 sorry. Joanna dollars to me is a lot of money.",yes," 1. The speaker agrees with full disclosure.
2. The full disclosure should be on any donor.
3. The speaker emphasizes especially on donors who donate more than $200.
4. To the speaker, $200 is a significant amount of money.
5. The speaker mentioned a name, Joanna, but it is unclear if this is a donor or just an example.",,,,,,,,, The speaker agrees with full disclosure  The full disclosure should be on any donor,,,,,,," The speaker emphasizes especially on donors who donate more than $200  To the speaker, $200 is a significant amount of money  The speaker mentioned a name, Joanna, but it is unclear if this is a donor or just an example",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
34,48613,"""22:05""",Agreed.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,48677,"""22:08""","Yeah, I also agree on the full disclosure, I think it's terrible that people and businesses. These huge donors can hide all that from who they're donating to and trying to influence. So I'm agreement on that on the using public funds. I think I'm still out on whether or not that's a good thing or not. I'd like to see them continue in some cities to try it and see if it works. And then then look at that in the future.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,10353,"""22:38""","So, to expand on the benefits of democracy vouchers. So democracy is much healthier. When everyone supports their preferred politics in a material way instead of just sharing it. Ho step probably doesn't do a lot. So it's sort of the gift card principle is where you like instead of giving someone cash, you give them gift card, which forces them to spend on something that, you know, has a strong benefit and having that base level of political spending from individuals.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,10353,"""22:38""", Can create a huge marginal like that initial chunk of marginal benefit is very important to the health of democracy and that's why I support it.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,9871,"""23:19""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,9871,"""23:19""",And where does the money come from Eric?,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,10353,"""23:24""","It comes from, how do you buy gift part? You spend $100 to $500 gift card. But if you know that, like, maybe like someone is very stingy with their money and their nests, not necessarily going to buy a gift card at a good restaurant, but you want them to have that experience. Then, you know, you exchange gifts each gift cause $100. Your gift is the gift card to a restaurant. And so that creates, so it helps overcome their own tunnel vision.",yes," 1. A gift card worth between $100 and $500 is typically a suitable monetary range for a gift.
2. If the recipient is known to be frugal, consider exchanging gifts of equal value.
3. In this scenario, the gift could be a gift card to a good restaurant.
4. This approach can help overcome the recipient's tendency towards frugality, providing them with a memorable experience.",,,,,,,,,,,,,,,," A gift card worth between $100 and $500 is typically a suitable monetary range for a gift  If the recipient is known to be frugal, consider exchanging gifts of equal value  In this scenario, the gift could be a gift card to a good restaurant  This approach can help overcome the recipient's tendency towards frugality, providing them with a memorable experience",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
41,10181,"""23:53""","Well, the money would have to come from some kind of public funds through taxation or something like that. You just can't make up a gift card. The government can technically make up a gift card. Yes, but that's got to come through spending in some way. Yeah, I'm all for the full disclosure and that those amounts",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,10181,"""23:53"""," I would be very cautious on Public Funding for campaigns again. I think the economy doesn't to me, doesn't make sense. I think of free speech, it's, it's still shaky.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,10181,"""23:53""", Yeah. In today's society.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,48654,"""24:38""","I'm a bit conflicted with the public funds for campaign Finance. I can see it being okay for maybe, no small contributions. But I'm just not sure how well that would work. And I definitely agree with everyone else's opinion on the full disclosure of campaign.",yes," 1. The speaker is expressing some reservations about the use of public funds for campaign finance.
2. They can see it being acceptable for small contributions.
3. The speaker is unsure about the overall effectiveness of public funding for campaigns.
4. The speaker agrees with the opinion of full disclosure of campaign finance.", They can see it being acceptable for small contributions,,,,,,,, The speaker agrees with the opinion of full disclosure of campaign finance,,,,, The speaker is expressing some reservations about the use of public funds for campaign finance  The speaker is unsure about the overall effectiveness of public funding for campaigns,,,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
45,10353,"""25:06""","So, to make another analogy, right? Let's say preventive, care at the hospital, cause a hundred bucks. If you just give someone a hundred bucks, they might choose to skip be preventive. Care. Or as we say, your health plan has preventive care. Then people will be more likely to go.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,48613,"""26:07""","How easily can you pretend to be independent and nonpartisan and get into this commission and then actually be Democrat or Republican and enable the gerrymandering as it is. Anyway, I'm just not sure what the proof is.",yes," 1. The person is skeptical about the ability to easily pretend to be independent and nonpartisan.
2. They question how someone could get into a commission while actually being a Democrat or Republican.
3. They suggest that this could enable gerrymandering.
4. The person is unsure about what the proof is regarding this situation.",,,,, They question how someone could get into a commission while actually being a Democrat or Republican, They suggest that this could enable gerrymandering,,,,,,,,, The person is skeptical about the ability to easily pretend to be independent and nonpartisan, The person is unsure about what the proof is regarding this situation,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True
47,9650,"""26:26""","I watched it happen. I watched it happened. Just recently our governor here in Florida. Redistricting everything. Everything I'm going to different District. Now, he has made it to where most of the rich are on his level and most of the other ones are not, maybe not, but it's got to stop. It's got to stop somewhere.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,10181,"""26:55""","I'm off for ya, these proposals, I think. Yes, you can take a cynical approach to pretend to be an independent. I think we should give Independence some kind of voice in government. I think this is a good way to do this. I think that when just be one person, you'd have a commission multiple people that would be in charge of this. So even if",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,10181,"""26:55"""," One is a wolf in sheep's clothing you have others that could call them out. I think having it a higher position is good too and probably the process by which they do it, you can make it make it more feasible.",yes," 1. There is a wolf in sheep's clothing present.
2. There are others who could call out this situation.
3. Having a higher position for addressing the issue is recommended.
4. The process by which they address the issue should be made more feasible.",,,,,,,,,,,,,,, The process by which they address the issue should be made more feasible, There is a wolf in sheep's clothing present  There are others who could call out this situation  Having a higher position for addressing the issue is recommended,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
50,48677,"""27:40""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,48677,"""27:40""","I hate gerrymandering, and I think, unfortunately, it is, you know, it's Karen as mentioned, it can really take over a state depending upon which parties in there. There have been cases, where, you know, the courts have had to get involved on the state level and step in and say, sorry that redistricting map just doesn't make sense. Something's got to be done because this is going to continue just to move a state in",yes," 1. The author expresses a strong dislike for gerrymandering.
2. Gerrymandering can have a significant impact on a state, depending on the political parties present.
3. There have been instances where courts have intervened on the state level, declaring certain redistricting maps as invalid.
4. This is because gerrymandering can lead to unreasonable and continuous manipulation of a state's political landscape.",,,,," Gerrymandering can have a significant impact on a state, depending on the political parties present  There have been instances where courts have intervened on the state level, declaring certain redistricting maps as invalid  This is because gerrymandering can lead to unreasonable and continuous manipulation of a state's political landscape", The author expresses a strong dislike for gerrymandering,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
52,48677,"""27:40""", one entirely different direction and disenfranchised voters and I'm just tears me up to see it happen but I don't know if,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,10181,"""28:25""",Sorry. Well the Supreme Court last week did uphold that Congress has the right to too.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,10181,"""28:25"""," To control parts of redistricting that to make laws to regulate it and they upheld yet they have upheld the Voting Rights Act last week in pretty good decision regarding that again. I think. Yeah having an independent commission the process by which should do it. Do it submit several proposals, make sure that everything is going to be fair and choose the one that's gonna be most Fair.",yes," 1. The Supreme Court has upheld the Voting Rights Act.
2. The Supreme Court has made positive decisions regarding redistricting and the Voting Rights Act recently.
3. An independent commission should control the process of redistricting.
4. The independent commission should submit several proposals for redistricting.
5. The goal of the independent commission should be to ensure fairness in the redistricting process.
6. The most fair proposal should be chosen for redistricting.",,,,, An independent commission should control the process of redistricting  The independent commission should submit several proposals for redistricting  The goal of the independent commission should be to ensure fairness in the redistricting process  The most fair proposal should be chosen for redistricting,,,,,,,,,,, The Supreme Court has upheld the Voting Rights Act  The Supreme Court has made positive decisions regarding redistricting and the Voting Rights Act recently,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
55,10181,"""28:25""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,10353,"""30:24""","So I think as I discussed before compulsory voting, I like the idea but I think it has like constitutional issues with like compelled speech but I think election day as a holiday. So I mean we can all agree on. That's a good idea.",yes," 1. You like the idea of compulsory voting.
2. There are constitutional issues with compelled speech in relation to compulsory voting.
3. You think having election day as a holiday is a good idea.
4. This is an idea that most people would agree on.",,,,,,,,,,,,,,,, You like the idea of compulsory voting  There are constitutional issues with compelled speech in relation to compulsory voting  You think having election day as a holiday is a good idea  This is an idea that most people would agree on,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
57,48599,"""30:39""","I believe election is a holiday is perfect. I really don't believe in finding people for not voting just because some people simply just don't believe their vote counts. So now you're going to find them for saying, hey, I don't believe my vote counts or maybe I couldn't make it that day. And now I have to pay a fine because hey, I just either didn't want to or I didn't have the time to do it.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,48599,"""30:39""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,48599,"""30:39""", And I just feel like it's just not fair in some way.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,48654,"""31:16""","I've always felt an election day should be a national holiday just because it's important to vote. And as far as compulsory voting goes, I don't think that it should be mandatory because, I guess one could argue that not voting is just as much free speech as it is to vote.",yes," 1. The author believes that election day should be a national holiday.
2. The author thinks that voting should not be compulsory.
3. The author believes that not voting can be seen as a form of free speech.",,,,,,,,,,,,,,,, The author believes that election day should be a national holiday  The author thinks that voting should not be compulsory  The author believes that not voting can be seen as a form of free speech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
61,9871,"""31:39""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,9871,"""31:39""","Yeah, I guess I don't need to add on to much. I agree. I definitely think it should be a holiday. I don't think that you should force people to vote. You're going to get people who just go and plug in something. If you try to do that and I do think that we should try and make it easier for Independence to be on the ballot.",yes," 1. The speaker thinks that a holiday for voting should be implemented.
2. The speaker believes that voting should not be forced on people.
3. The speaker thinks that if voting is made mandatory, some people might vote without giving it proper thought.
4. The speaker thinks that efforts should be made to make it easier for Independents to be included on ballots.",,,,,,,,,,,,,,, The speaker thinks that efforts should be made to make it easier for Independents to be included on ballots," The speaker thinks that a holiday for voting should be implemented  The speaker believes that voting should not be forced on people  The speaker thinks that if voting is made mandatory, some people might vote without giving it proper thought",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
63,48613,"""31:59""","If I have to vote for Mickey Mouse cuz I don't support any of the other candidates, just avoid getting a fine, that's not any better. So yeah, it would no fines for not voting and yeah, national holiday, I'm all for that.",yes," 1. The person would vote for Mickey Mouse if they do not support any other candidates.
2. They are voting to avoid getting a fine, not because they support Mickey Mouse.
3. They believe that not having to pay a fine for not voting is a good idea.
4. They also support making election day a national holiday.",,,,,,,,,,,,,,, They also support making election day a national holiday," The person would vote for Mickey Mouse if they do not support any other candidates  They are voting to avoid getting a fine, not because they support Mickey Mouse  They believe that not having to pay a fine for not voting is a good idea",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
64,10181,"""32:16""","Yes, for national holiday. I think it should be easier to be able to get to a polling place. No, to make it compulsory, we're finding text enough as it as, we don't need another. One comparing it to jury duty, is completely wrong ideas. Well, without people compulsory having to serve on jury duty the entire system breaks down. If one person votes, the system works",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,10181,"""32:16""", That's all you need is one vote to make the system actually work. The way it's built. So,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,48599,"""32:54""","I don't necessarily agree with 16 year, olds being able to vote just yet.",yes," 1. The text is about the author's opinion on a specific issue.
2. The issue is whether 16 year-olds should be able to vote.
3. The author does not agree that 16 year-olds should have the right to vote yet.",,,,,,,,,,,,,,,, The text is about the author's opinion on a specific issue  The issue is whether 16 year-olds should be able to vote  The author does not agree that 16 year-olds should have the right to vote yet,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
67,48599,"""32:54"""," I'm thinking about myself a sixteen-year-old. I didn't care about voting. And if my vote actually counted, when I did those polls, voting things in school, I probably, they probably would have went to the wrong person because I just bubbled in anything honestly.",yes," 1. The person is considering themselves as a sixteen-year-old.
2. They did not care about voting.
3. They did not take voting seriously, even in school polls.
4. If their vote counted in those polls, they might have voted for the wrong person.
5. They admit to filling in responses randomly in voting matters.",,,,,,,,,,,,,,,," The person is considering themselves as a sixteen-year-old  They did not care about voting  They did not take voting seriously, even in school polls  If their vote counted in those polls, they might have voted for the wrong person  They admit to filling in responses randomly in voting matters",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
