Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
29,10490,"""21:30""","Yeah, I yeah, but Sandra said just you know, really clicked with me. I think Hey I what about a I you know, I know a I can scare people but you could create an AI that is not a human that just that, you know, is not a Republican or a Democrat and can you could even make the code in the programming, like publicly available transparent so people can make sure the parameters of the",yes," 1. The speaker had a positive interaction with someone named Sandra.
2. The speaker had a clicked or compatible connection with Sandra.
3. The speaker suggested creating an AI that is not human or political (Republican or Democrat).
4. The speaker mentioned that they can scare people.
5. The speaker proposed the idea of an AI with transparent code and adjustable parameters.",,,,,,,,,,,,,,,, The speaker had a positive interaction with someone named Sandra  The speaker had a clicked or compatible connection with Sandra  The speaker suggested creating an AI that is not human or political (Republican or Democrat)  The speaker mentioned that they can scare people  The speaker proposed the idea of an AI with transparent code and adjustable parameters,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
30,10490,"""21:30"""," A I are not biased, I mean it might sound like a joke but actually, I don't think it's a joke. I mean, I might actually be a kind of a cool idea.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,48363,"""22:09""",Yeah I think it's today's day and age no matter what we do. If we did find this I'm all formed using independent to draw the redistricting lines but no matter what somebody's going to cry file that is the first rule you know first and we do every single time if it doesn't go our way they cheated. If it goes my way you know they're going to say that we cheated. It doesn't even matter what,yes," 1. In today's day and age, there is a general expectation that no matter what is done, someone will complain.
2. If a fair method of drawing redistricting lines is found, some people will still claim that the process was unfair.
3. The first rule is that no matter what the outcome, someone will accuse the other side of cheating.
4. This accusation will be made whether the outcome is favorable or not.",,,,,,,,,,,,,,," If a fair method of drawing redistricting lines is found, some people will still claim that the process was unfair"," In today's day and age, there is a general expectation that no matter what is done, someone will complain  The first rule is that no matter what the outcome, someone will accuse the other side of cheating  This accusation will be made whether the outcome is favorable or not",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
32,10384,"""22:35""","Yeah, with the idea on using technology in AI to do it. I was just thinking that, you know who developed the AI and stuff and in same with my feelings, I have about voting machines and stuff and whether or not I think they could be a lot more transparent about all that. It's all stuff that people like you and me can't look into its private companies. That develop these things.",yes," 1. The idea is about using technology in Artificial Intelligence (AI) for a certain purpose.
2. There is a reference to the developer or creators of AI.
3. The speaker has feelings about voting machines and their transparency.
4. There is a question or doubt about the possibility of voting machines being more transparent.
5. It is mentioned that the matter is not accessible to individuals like the speaker and the listener.
6. There is a reference to private companies that develop these technologies.",,,,,,,,,,,,,,, It is mentioned that the matter is not accessible to individuals like the speaker and the listener  There is a reference to private companies that develop these technologies, The idea is about using technology in Artificial Intelligence (AI) for a certain purpose  There is a reference to the developer or creators of AI  The speaker has feelings about voting machines and their transparency  There is a question or doubt about the possibility of voting machines being more transparent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
33,10384,"""22:35"""," Things, are they partisans? What's all the software? Like? And most people don't know, have a clue about software, but they could make things a lot more transparent, but lots of people don't want transparency.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,48461,"""23:16""","Yeah, I kind of get his line with Noah saying cuz I know, you know, you could use AI or software or whatever. But the codes that go into that and the info entered into that is only as good as the person that is entering that information. So again, it goes back to the question of finding, you know, someone that's not someone that is totally independent to come up with that stuff.",yes," 1. The speaker agrees with Noah's point about using AI or software.
2. The quality of the code and information entered into the system depends on the person entering the information.
3. The speaker emphasizes the importance of finding a qualified person to create and enter the information.",,,,,,,,,,,,,,, The quality of the code and information entered into the system depends on the person entering the information, The speaker agrees with Noah's point about using AI or software  The speaker emphasizes the importance of finding a qualified person to create and enter the information,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
35,48275,"""23:42""",Well if it's before they even start the process I'm sure everybody would have input on what what should go into that software so it doesn't matter who designed it wants the parameters have already been set. So at that point it takes the man completely out of it.,yes," 1. The text suggests that it is important to gather input from everyone before starting the software creation process.
2. This is because the parameters of the software should be set before the designer begins their work.
3. By doing this, the designer's personal preferences are removed from the equation.
4. The implication is that involving a variety of perspectives in the planning phase can lead to a more successful outcome.",,,,,,,,,,,,,,," By doing this, the designer's personal preferences are removed from the equation", The text suggests that it is important to gather input from everyone before starting the software creation process  This is because the parameters of the software should be set before the designer begins their work  The implication is that involving a variety of perspectives in the planning phase can lead to a more successful outcome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
36,48432,"""24:04""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,48432,"""24:04""","And the second part of this, the adopted a national law to require all Stacy's such independent commissions to redraw. Could those Congressional District boundaries? I don't know if I feel good about having more Federal involvement in state.",yes," 1. The second part of the text discusses the adoption of a national law.
2. This law requires all independent commissions, like Stacy's, to redraw Congressional District boundaries.
3. The text suggests that the speaker may not be comfortable with increased Federal involvement in state matters.",,,,," This law requires all independent commissions, like Stacy's, to redraw Congressional District boundaries",,,,,,,,,,, The second part of the text discusses the adoption of a national law  The text suggests that the speaker may not be comfortable with increased Federal involvement in state matters,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
38,48432,"""24:04""", And what the states do?,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,48432,"""24:04""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,48304,"""24:29""","We use AI to build a nonpartisan robot that writes, the software for the districting. How about that?",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,48275,"""25:37""","With regard to the third party candidates. I think there should be some type of threshold that they have to meet before they get on the ticket. So no one's just go in there and just try to foul things up, just to put one of the first, like they say in splitting the votes. So I think you should have at least a certain amount of something to even get on, get on the have that opportunity.",yes," 1. The speaker thinks there should be a threshold for third party candidates to meet before they can be on the ticket.
2. The purpose of this threshold is to prevent people from entering the race to disrupt the process or split votes.
3. The speaker believes that having this threshold will ensure that only serious candidates with sufficient backing can participate in the election.", The speaker believes that having this threshold will ensure that only serious candidates with sufficient backing can participate in the election,,,,,,,,,,,,,, The speaker thinks there should be a threshold for third party candidates to meet before they can be on the ticket, The purpose of this threshold is to prevent people from entering the race to disrupt the process or split votes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
42,10384,"""26:06""","I just was going to comment about the making the Election Day, a national holiday and",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,10384,"""26:06""", the ways that it probably wouldn't even really help people who are not low-income people that are working jobs that,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,10384,"""26:06""", are going to they're going to be working anyways. In lots of people even not in low-income jobs where there that's not going to help them in the people who would enjoy who would get that day off or would be able to go vote anyways and stuff too. So I don't find it really to be helpful.,yes," 1. The speaker does not believe that having Election Day as a holiday is helpful.
2. The speaker thinks that many people would still have to work on Election Day.
3. The speaker suggests that even for those who do not have to work, having Election Day as a holiday would not make a difference.
4. The speaker points out that those who would benefit from a day off to vote would likely do so anyways.",,,,,,,,,,,,,,,," The speaker does not believe that having Election Day as a holiday is helpful  The speaker thinks that many people would still have to work on Election Day  The speaker suggests that even for those who do not have to work, having Election Day as a holiday would not make a difference  The speaker points out that those who would benefit from a day off to vote would likely do so anyways",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
45,48424,"""26:46""","Yeah, personally federal holidays, I work for City municipality but I also work in the industry where holidays don't mean much and you end up working holidays. Anyway, so I think for a lot of people is not going to change anything. I think what what needs to happen in general is just more people need to take advantage of the early voting options because I've seen that really alleviate. A lot of the stress of election day and",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,48424,"""26:46"""," And I feel like we're at a place where it like early voting is a good option for for things, I think people just need to be more acceptance of that. Maybe that's just more of a public opinion kind of",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,48483,"""27:30""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,48483,"""27:30""","I agree. I don't think a national holiday is an answer people that can have a real holiday off are going to go enjoy that day. They're not going to stand in line for hours in order to vote. And the second thing allowing 16 year olds to vote for the school board, that's a terrible idea. That would be done with vengeance in their hearts for whoever they're mad at at the time.",yes," 1. The person does not believe that designating a national holiday for voting is a solution that will be effective for people who have the ability to take time off.
2. They argue that these individuals will not spend hours waiting in line to vote on this proposed holiday.
3. The person also thinks that allowing 16-year-olds to vote for the school board is a bad idea.
4. They believe that if this were to be implemented, young people would vote out of spite or revenge towards someone they are currently upset with.",,,,,,,,,,,,,,,," The person does not believe that designating a national holiday for voting is a solution that will be effective for people who have the ability to take time off  They argue that these individuals will not spend hours waiting in line to vote on this proposed holiday  The person also thinks that allowing 16-year-olds to vote for the school board is a bad idea  They believe that if this were to be implemented, young people would vote out of spite or revenge towards someone they are currently upset with",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
49,48275,"""27:55""","Not a disagree with the holiday thing. I think if they were to make that up holiday, then that could probably stop so much of all the long lines when people everybody getting off at 5:00 trying to get in there. So if they, you have the whole day off, you don't have. Like, everybody can get in there without having to stand in all these long lines. I think people would take advantage of that.",yes," 1. The speaker thinks that creating a new holiday could potentially stop long lines of people trying to get into stores all at once.
2. The holiday would allow people to shop on a day when not everyone is getting off work at the same time.
3. The speaker believes that people would take advantage of this holiday and shop on that day instead.",,,,,,,,,,,,,,,, The speaker thinks that creating a new holiday could potentially stop long lines of people trying to get into stores all at once  The holiday would allow people to shop on a day when not everyone is getting off work at the same time  The speaker believes that people would take advantage of this holiday and shop on that day instead,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
50,10490,"""28:21""","Yeah, I love the idea of making voting an obligation, but I don't think it's constitutional so I don't think I don't, I love that idea but I don't think I don't think you should do it because it's against it's against our culture in our system. But yeah I also think you know 16 year olds voting for school boards is the inmates. Running the Asylum. I don't think that's a, I don't think that's a good idea at all.",yes," 1. The speaker finds the idea of making voting an obligation appealing.
2. However, the speaker believes that making voting mandatory is not constitutional.
3. The speaker also thinks that mandatory voting goes against the culture and system in the country.
4. The speaker does not think that 16-year-olds should be allowed to vote for school boards.
5. The speaker compares the idea of 16-year-olds voting for school boards to ""inmates running the asylum.""
6. The speaker does not consider this a good idea.",,,,,,,,,,,,,,,," The speaker finds the idea of making voting an obligation appealing  However, the speaker believes that making voting mandatory is not constitutional  The speaker also thinks that mandatory voting goes against the culture and system in the country  The speaker does not think that 16-year-olds should be allowed to vote for school boards  The speaker compares the idea of 16-year-olds voting for school boards to ""inmates running the asylum "" The speaker does not consider this a good idea",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51,10490,"""28:21""", Tall.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,48432,"""28:52""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,48432,"""28:52""","Yeah, I'm against having a national holiday for voter day and I'm not sure it didn't. Isn't it against the law for an employer not to allow their employees time to go vote. I'm not sure about that. But seem like, I don't know why that's in my head but also, I don't believe we should make it a Civic obligation. Not, everybody wants to vote or feels like they should vote. Leave it to the individual and 16 year olds shouldn't be able to say",yes," 1. The speaker is against having a national holiday for voter day.
2. The speaker is unsure if it is currently illegal for an employer to not allow their employees time to go vote.
3. The speaker does not think that voting should be a civic obligation.
4. The speaker believes that voting should be left to the individual's choice.
5. The speaker does not think 16-year-olds should be able to vote.",,,,,,,,,,,,,,,, The speaker is against having a national holiday for voter day  The speaker is unsure if it is currently illegal for an employer to not allow their employees time to go vote  The speaker does not think that voting should be a civic obligation  The speaker believes that voting should be left to the individual's choice  The speaker does not think 16-year-olds should be able to vote,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
54,48432,"""28:52""", Find anything.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,48360,"""29:27""","Well, I did national holiday. We have so many already. I just don't know, really be effective, our state. Our allows a lot of third-party independent, and our local stuff. So even the governor that will be 12 people running for governor and",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,48360,"""29:27"""," I think it still is even though they want to make it a civil obligation, I just don't think that",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,48360,"""29:27""",The reason the allowing people be mandatory and then finding them. I don't know how they'd even regulate that little own habit. And I know there was a kind of Bugaboo when they had 18 allowed to vote.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,48363,"""30:12""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,48363,"""30:12""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,48363,"""30:12""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,48363,"""30:12""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,48432,"""30:21""",Can't hear your bill.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,48483,"""30:50""","Bill, we can't hear you.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,48424,"""30:58""","Sorry, but whenever he either so I have no idea what to go for free. But I push the button, I think, like a lot of you making voting a Civic obligation with penalties, that seems like a really bad idea that seems like there are there are countries that do that but it doesn't seem like a like an American thing to do. And as far as the sixteen-year-old thing, I mean, that seems kind of obvious with with so many people with",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,48424,"""30:58"""," The public education system in as bad. A shape, it is. And so many people flee in that I don't. That seems like a step in the opposite direction. If you're going to, you're not going to make it better by doing.",yes," 1. The public education system is considered bad.
2. Many people choose to avoid or leave the system.
3. This seems to be moving in the opposite direction of improving the system.
4. Simply leaving the system will not make it better.",,,,,,,,,,,,,,,, The public education system is considered bad  Many people choose to avoid or leave the system  This seems to be moving in the opposite direction of improving the system  Simply leaving the system will not make it better,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
