Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
11,9484,"""14:56""","I actually agree with Cynthia, I won't, but I will actually want full disclosure by everybody as to who's giving them money. I don't care if it's 25 cents. I want to know where everything's going, and I don't want no contributions from the from any government entities whatsoever.",yes," 1. The speaker agrees with Cynthia's viewpoint.
2. The speaker will not accept money from any sources.
3. The speaker wants full disclosure of all financial contributions.
4. The speaker does not want contributions from any government entities.
5. The speaker wants to know the source and amount of every financial contribution.",,, The speaker does not want contributions from any government entities,,,,,, The speaker wants full disclosure of all financial contributions  The speaker wants to know the source and amount of every financial contribution,, The speaker will not accept money from any sources,,,,, The speaker agrees with Cynthia's viewpoint,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
12,48455,"""15:18""","The last speaker kind of covered my point. I fully believe that any campaign contribution should be transparent, it doesn't matter who it comes from and it doesn't matter what amount the last few years have taught us that, that kind of just unknown causes so much divisiveness in our election system.",yes," 1. The last speaker covered a point similar to mine.
2. I strongly believe that any campaign contribution should be transparent.
3. The source of the contribution should be known, regardless of who it comes from.
4. The amount of the contribution should be transparent.
5. In the last few years, a lack of transparency has taught the importance of this issue.
6. A lack of transparency can cause divisiveness in the election system.",,,,,,,,," I strongly believe that any campaign contribution should be transparent  The source of the contribution should be known, regardless of who it comes from  The amount of the contribution should be transparent  In the last few years, a lack of transparency has taught the importance of this issue  A lack of transparency can cause divisiveness in the election system",,,,,,, The last speaker covered a point similar to mine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
13,48455,"""15:18""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,10270,"""15:39""","Pac money foreign contributions lobbyist. I think should all be. Do it done away with. That's the part that's part of what's wrong with our election system. Now big money, they use it to buy elections.",yes," 1. The speaker thinks that foreign contributions to Pac money should not be allowed.
2. They believe that lobbyist's contributions should also be done away with.
3. The speaker thinks that these contributions are part of what's wrong with the current election system.
4. Big money is used to buy elections, according to the speaker."," They believe that lobbyist's contributions should also be done away with  The speaker thinks that these contributions are part of what's wrong with the current election system  Big money is used to buy elections, according to the speaker",, The speaker thinks that foreign contributions to Pac money should not be allowed,,,,,,,,,,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15,48423,"""15:55""","I agree here in Oregon. Where are we with this last election? We weren't that in transparent and it's recently come out as to who funded a bunch of the money to our governor, and our secretary of state who is no longer there because of it that in another issue along with that same company. So I am all for in really needs to be transparent as to who's giving money to whom",yes," 1. The speaker agrees with the importance of transparency in elections.
2. They mention concerns about the last election in Oregon.
3. The speaker states that there was a lack of transparency in the election.
4. It has recently been revealed that a company funded a significant amount of money to the governor and the secretary of state.
5. The secretary of state is no longer in office due to this issue.
6. The speaker is in favor of transparency regarding who is giving money to political figures.",,,,,,,,, The speaker agrees with the importance of transparency in elections  The speaker states that there was a lack of transparency in the election  The speaker is in favor of transparency regarding who is giving money to political figures,,,,,,, They mention concerns about the last election in Oregon  It has recently been revealed that a company funded a significant amount of money to the governor and the secretary of state  The secretary of state is no longer in office due to this issue,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
16,10516,"""16:25""","I'm curious when you do your taxes, there is a section where you can make a contribution to elections and I'm curious how that money shows up and where it goes, because that's something that I do. Every year I do my taxes, I'm just curious with it is, and where it goes. The idea of vouchers is curious, it might be actually kind of interesting to see if that would work. I don't know what kind of money they be talking about, but people might be more engaged.",yes," 1. The text mentions the existence of a section in tax forms for contributing to elections.
2. The author expresses curiosity about how these contributions are handled, specifically where the money goes.
3. The author reveals that they make this contribution every year when doing their taxes.
4. The author finds the concept of vouchers interesting and is curious about how it might work in this context.
5. The author is unsure about the specifics of the money involved in these vouchers.
6. The author speculates that the use of vouchers might increase public engagement in the process.",,,,,,,,,,,,, The author speculates that the use of vouchers might increase public engagement in the process,," The text mentions the existence of a section in tax forms for contributing to elections  The author expresses curiosity about how these contributions are handled, specifically where the money goes  The author finds the concept of vouchers interesting and is curious about how it might work in this context  The author is unsure about the specifics of the money involved in these vouchers", The author reveals that they make this contribution every year when doing their taxes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
17,10516,"""16:25"""," And if they thought they had five dollars to contribute to something or they might not bother, not even think about voting, but at least would help fund people that maybe didn't have enough backing to get big nut. Big dollars.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,10270,"""17:07""",My guess is any money you contribute to the government? Most of us waste. I have no idea that it's actually going to what? What I intended for,yes," 1. The text suggests that contributing money to the government is often seen as a waste.
2. The author expresses uncertainty about where the money actually goes.
3. It is implied that the money may not be used for the intended purposes.",,,,,,,,,,,,,,, The author expresses uncertainty about where the money actually goes  It is implied that the money may not be used for the intended purposes, The text suggests that contributing money to the government is often seen as a waste,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
19,48307,"""17:20""","The vouchers are kind of a unique the unique idea. When you consider the cost of administering that program mailing them will every registered voter might as well. Spend the money to fund the poll workers in the polls and let the individuals contribute their own money. If they want to contribute to a campaign, I definitely think that the big money needs to be either eliminated or control because there's no way you can get a honest.",yes," 1. Vouchers for funding political campaigns are a unique idea.
2. The cost of administering a program that mails vouchers to every registered voter is comparable to the cost of funding poll workers.
3. It is suggested that the money used to administer the voucher program should be used to fund poll workers instead.
4. Voters who wish to contribute to a campaign can do so using their own money.
5. There is a belief that big money in politics should be eliminated or controlled, as it is believed to prevent honest campaigns.",,,,,,,,,,,,, Vouchers for funding political campaigns are a unique idea,, The cost of administering a program that mails vouchers to every registered voter is comparable to the cost of funding poll workers," It is suggested that the money used to administer the voucher program should be used to fund poll workers instead  Voters who wish to contribute to a campaign can do so using their own money  There is a belief that big money in politics should be eliminated or controlled, as it is believed to prevent honest campaigns",False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
20,48307,"""17:20""", With full disclosure.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,48525,"""17:53""","Yeah, we just keep printing more and more money like I feel like we have it and really weren't I don't know how many choice or not but all currency supposed to go.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,48525,"""17:53""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,10516,"""19:26""","I think that the gerrymandering that is gone on in both parties has been significant and there's been a lot of court time wasted on one group buying for changes at the other one just did. So to me it to have somebody who's an official manager that is supposedly, non patter partisan would make a lot of sense and I think requiring every state to participate along those lines would make a lot of sense to",yes," 1. Gerrymandering has been significant in both political parties.
2. A lot of court time has been wasted due to one group buying changes that the other group did.
3. Having an official, non-partisan manager to manage redistricting would be beneficial.
4. It would make sense to require every state to participate in redistricting along non-partisan lines.",,,,," Having an official, non-partisan manager to manage redistricting would be beneficial  It would make sense to require every state to participate in redistricting along non-partisan lines", Gerrymandering has been significant in both political parties,,,,,,,,, A lot of court time has been wasted due to one group buying changes that the other group did,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
24,48385,"""19:55""","All right, I'm going to ask the simple question. Can somebody tell me what gerrymandering is? I kind of look it up and I know it's redistricting and doing things, but what does that word mean?",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,10516,"""20:10""","So gerrymandering is when they're trying to make all the district's equivalent in size. So that the representation for a district is about the same population wise, they draw lines around cities of rural areas to try to get the populations to be about the same. But if you can remember from the reading, they had something that looked like Donald Duck, getting kicked by goofy or something like that. That's how crazy these redistricting things look. And what they do is they try to get all the",yes," 1. Gerrymandering is the practice of manipulating the boundaries of an electoral constituency to favor one party or class.
2. The goal of gerrymandering is to make electoral districts roughly equivalent in size, with each district representing about the same population.
3. To achieve this, district lines are drawn around cities or rural areas to balance the population.
4. Gerrymandered districts can result in strange and convoluted shapes, as seen in the example of a district that looked like Donald Duck being kicked by Goofy.
5. Gerrymandering is often used to give one party or class an advantage in elections.",,,,," Gerrymandering is the practice of manipulating the boundaries of an electoral constituency to favor one party or class  To achieve this, district lines are drawn around cities or rural areas to balance the population  Gerrymandered districts can result in strange and convoluted shapes, as seen in the example of a district that looked like Donald Duck being kicked by Goofy  Gerrymandering is often used to give one party or class an advantage in elections"," The goal of gerrymandering is to make electoral districts roughly equivalent in size, with each district representing about the same population",,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
26,10516,"""20:10"""," It's in one group. All the Republicans in one group. They try to make it so that they minimize the amount of influence, a particular party can have in the whole state so it's not good.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,10176,"""20:51""","I agree with what you first said, Harriet, an independent would probably, you know, like a manager would probably be a good idea.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,10176,"""20:51""", I mean I got no idea unless it actually happened.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,9484,"""21:10""","Yes, I think that we need independent gerrymandering so that nobody on the other side, democrat or republican can control the situation.",yes," 1. The need for independent gerrymandering is highlighted.
2. The goal is to prevent either side, Democrat or Republican, from controlling the situation.",,,,,,,,,,,,,,," The need for independent gerrymandering is highlighted  The goal is to prevent either side, Democrat or Republican, from controlling the situation",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30,10270,"""21:24""","The gerrymandering basically means that they manipulate the boundaries to favor one party or a class just like everything, they always find a way around it.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,48385,"""21:38""","Thank you. Now it makes sense. I mean I remember the goofy being picked by somebody and it just didn't make sense, it's just read trying to and because of the panel this morning, I know there will never be a national law and just learned that very quickly that Federal is federal and state estate and sadly, you know, without a without each state, looking at what the bare minimums of something can be, I don't know if you'll ever get this panel on,",yes," 1. The goofy being picked by someone doesn't make sense.
2. There will never be a national law regarding this topic.
3. It was quickly learned that Federal and state estate laws are separate.
4. Without each state looking at what the bare minimums of something can be, it is uncertain if a panel on this topic will ever be established.",,,,,,,,,,,,,,,," The goofy being picked by someone doesn't make sense  There will never be a national law regarding this topic  It was quickly learned that Federal and state estate laws are separate  Without each state looking at what the bare minimums of something can be, it is uncertain if a panel on this topic will ever be established",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
32,48385,"""21:38"""," And you know, what does it mean to be independent? So",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,48307,"""22:21""","I've looked at a lot of redistricting a maps and frequently large urban areas are in one district, and the rural areas and another, they need to send waiting draw the lines through urban areas, urban areas, and just include the rural areas on both sides. And let the chips may fall where they may, that way you can have an election where the least both sides are represented and of an election is",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,48307,"""22:21"""," Obviously Independence in the middle, make the decision and you really end up with better elections, more fair and probably look better candidates.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,10176,"""23:56""",Hi everyone. I do like the idea of making it easier for the third party and Independence to get on the ballot that gives us more choices. I don't think it needs to be a national holiday and I really think fines are a bad thing because what if you're a registered voter and then maybe something happens and you suddenly have a felony conviction and then you get a fine for not voting.,yes," 1. The user supports the idea of making it easier for third parties and Independents to appear on ballots.
2. The user does not believe that a national holiday is necessary to achieve this goal.
3. The user thinks that fines are a bad solution for increasing voter turnout.
4. The user gives an example of a registered voter who becomes a felon and could be fined for not voting, which they believe is unjust.",,,,,,,,,,,,,,, The user supports the idea of making it easier for third parties and Independents to appear on ballots," The user does not believe that a national holiday is necessary to achieve this goal  The user thinks that fines are a bad solution for increasing voter turnout  The user gives an example of a registered voter who becomes a felon and could be fined for not voting, which they believe is unjust",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
36,10176,"""23:56""", Just because the way it takes the wheels to turn in the time.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,10176,"""23:56""",and I don't think 16 year olds should be allowed to vote because I think the mall,yes," 1. The person believes that 16 year olds should not be allowed to vote.
2. The reason for this belief is not explicitly stated, but it is linked to the person's opinion about the mall.",,,,,,,,,,,,,,,," The person believes that 16 year olds should not be allowed to vote  The reason for this belief is not explicitly stated, but it is linked to the person's opinion about the mall",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
38,48455,"""24:41""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,48455,"""24:41""","So, yeah, my thoughts are closely mirrors. I definitely think it. We should make it easier for third parties and independent candidates to get on the ballet. We hardly ever see them now, and that's becoming a real issue. I honestly think maybe making Federal Election Day, a holiday might be a good thing less, excuse to be at work, you know. You're not obligated to be at work. You have more opportunity to go vote. I don't think it should be an obligation to vote.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,48455,"""24:41""",Oh it's a right it's not a privilege or an obligation. I don't think you should be punished for not using that and 16 year olds can't really make good decisions. We all know that,yes," 1. Not using a right is not subject to punishment.
2. A right is different from a privilege or obligation.
3. A 16-year-old may not be capable of making good decisions.",,,,,,,,,,,,,,,, Not using a right is not subject to punishment  A right is different from a privilege or obligation  A 16-year-old may not be capable of making good decisions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
41,48525,"""25:23""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,48525,"""25:23""",I think it might be.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,48525,"""25:23""","The practice for 20 to be able to vote in something, not a sheriff in total election know, so they can get the feeling of voting at work.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,48307,"""25:46""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,48307,"""25:46""","I can't agree with everything that's been said pretty much this group agrees that the on the federal holiday. The problem with that is that a lot of people work on federal holidays and those that don't work, go somewhere else probably wouldn't vote if you have a Federal holiday. So I scratch that suggestion for a from my opinion. Thank you.",yes," 1. The group generally agrees that having a federal holiday to vote would be beneficial.
2. The speaker disagrees with this suggestion.
3. The reason for the speaker's disagreement is that many people work on federal holidays.
4. Additionally, those who do not work on federal holidays might not vote even if given the opportunity.
5. The speaker concludes by stating that they scratch the suggestion of a federal holiday for voting from their opinion.",,,,,,,,,,,,,,,," The group generally agrees that having a federal holiday to vote would be beneficial  The speaker disagrees with this suggestion  The reason for the speaker's disagreement is that many people work on federal holidays  Additionally, those who do not work on federal holidays might not vote even if given the opportunity  The speaker concludes by stating that they scratch the suggestion of a federal holiday for voting from their opinion",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
46,48582,"""26:13""","So I mean, I think that, you know, it should be easier for third parties or independent candidates to appear. I do like the idea of making it a holiday just because, you know, you do have those people that have to work. But that cuts down your time at the polls. And for those of us with Mike multiple children at home, if I had all day to go and do it, it would be a lot easier than having to stand in line and listen to my kids screaming. I don't feel like you should be imposed",yes," 1. The speaker believes it should be easier for third parties and independent candidates to appear in elections.
2. The speaker suggests making election day a holiday to increase voting time.
3. The speaker thinks having a whole day for voting would be helpful for people with multiple children, as they would not have to worry about their kids while voting.
4. The speaker states that they do not think it is appropriate to impose election day as a mandatory voting day.",,,,,,,,,,,,,,, The speaker believes it should be easier for third parties and independent candidates to appear in elections," The speaker suggests making election day a holiday to increase voting time  The speaker thinks having a whole day for voting would be helpful for people with multiple children, as they would not have to worry about their kids while voting  The speaker states that they do not think it is appropriate to impose election day as a mandatory voting day",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
47,48582,"""26:13""","is defined. If you don't want to vote, you don't want to vote that. That's just that. If you don't like the candidates, you don't like them. I'm not going to like somebody for 8 years and then be imposed a fine because they're all blooming idiots.",yes," 1. The text discusses the concept of voting.
2. The text states that it is not necessary to vote if one does not wish to do so.
3. The text suggests that not voting is acceptable if a person does not like any of the candidates.
4. The text mentions a potential consequence of not voting, which is being fined.
5. The text expresses a negative opinion about the candidates, describing them as ""blooming idiots.""",,,,,,,,,,,,,"""",,," The text discusses the concept of voting  The text states that it is not necessary to vote if one does not wish to do so  The text suggests that not voting is acceptable if a person does not like any of the candidates  The text mentions a potential consequence of not voting, which is being fined  The text expresses a negative opinion about the candidates, describing them as ""blooming idiots",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
48,10176,"""30:01""",We do have a couple questions that mimic each other for of our questions to into.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,10176,"""30:01""", but they're all worded very,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,10516,"""30:29""","I think it was brought up earlier and I think was a different group about if a person is supposed to be independent in their thinking as far as this gerrymandering if they're hired by someone they have potential to hire them or fire them. And there can be questions about the legitimacy that if they're appointed it. Is it an independent who appoints him as a Republican or Democrat? And if they're elected, then you're electing somebody.",yes," 1. It was previously discussed that there are questions about the independence of a person's thinking when they are hired by someone who has the power to hire or fire them.
2. There are concerns about the legitimacy of the appointment if the person appointing is a Republican or Democrat.
3. If the person is elected, then the legitimacy of their position is not in question.",,,,,,,,,,,,,,, It was previously discussed that there are questions about the independence of a person's thinking when they are hired by someone who has the power to hire or fire them," There are concerns about the legitimacy of the appointment if the person appointing is a Republican or Democrat  If the person is elected, then the legitimacy of their position is not in question",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
51,10516,"""30:29"""," Yet another person, but it seems like that makes the most sense.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,10176,"""31:35""","This question has basically been asked to ways. Does anyone have a preference over, which one might go first?",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,48455,"""31:48""","Honestly, I like the way the first ones written if we keep it.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,10585,"""31:54""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,10516,"""31:56""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,10516,"""31:56""",Me too.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,9484,"""32:02""","Yeah, the first one looks good to me, too.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,10176,"""32:04""",I like the first one as well.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,48385,"""32:07""",I agree. I think the first one is just a little better worded.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,48525,"""32:16""",Ugly.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,48423,"""32:19""",Agree.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,48297,"""32:21""",Angry.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,10228,"""32:25""",I agree.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,10270,"""32:30""","I wrote the second question, but I agree the first was better.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,48525,"""32:40""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,48525,"""32:40""",I don't think it is possible to eliminate.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,48525,"""32:40""", Something like that.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,48525,"""32:40"""," I mean, think about it. That's what these campaigns are all about Gathering as much money and",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,48525,"""32:40"""," Yeah, I don't think so.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
