Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
12,48542,"""12:37""","I just wanted to clarify that the Supreme Court by passing Citizens, United said that a corporation had the ability to have free speech as though it was a citizen just like us it's not. It has a reason why it wants to give all this money to these people. It's looking for something in return. Quid pro quo, people, that work there, each have a vote and a voice and can donate. Why should corporations have anything to do?",yes," 1. The Supreme Court case Citizens United ruled that corporations have the same ability to have free speech as individual citizens.
2. The text expresses disagreement with this ruling.
3. The text suggests that corporations have their own motivations for donating money, implying that they expect something in return.
4. The text points out that unlike corporations, individual employees have their own votes and voices and can donate themselves.
5. The text questions why corporations should have the same ability to donate as individual citizens.", The text questions why corporations should have the same ability to donate as individual citizens," The text suggests that corporations have their own motivations for donating money, implying that they expect something in return",,,,,,,,,,,,," The text points out that unlike corporations, individual employees have their own votes and voices and can donate themselves", The Supreme Court case Citizens United ruled that corporations have the same ability to have free speech as individual citizens  The text expresses disagreement with this ruling,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
13,48542,"""12:37"""," Do with, who our elected representatives are.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,48322,"""13:12""","I agree with almost everything that's been said so far. We do not want to increase the limit on contributions of anything. We want to reduce it. If we're spending a hundred billion dollars a year is because of the large contributions that are buying elections going to the fourth. We do pet need to pass a constitutional amendment Amendment, allowing the regulation of independent political expenditures, reversing the Supreme Court decision corporations and packs are not individuals and",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,48322,"""13:12"""," Don't qualify for free speech that that's nonsense. Also closing, the loopholes is a good idea for against foreign foreign entities.",yes," 1. The text states not to qualify for free speech that is considered nonsense.
2. It is suggested that closing loopholes is a good idea for preventing foreign entities from exploiting the system.
3. The text implies a need for stricter regulations on free speech, particularly for foreign entities.
4. The text suggests that there is a problem with nonsense being protected under free speech.",,, It is suggested that closing loopholes is a good idea for preventing foreign entities from exploiting the system," The text implies a need for stricter regulations on free speech, particularly for foreign entities",,,,,,,,,,,, The text states not to qualify for free speech that is considered nonsense  The text suggests that there is a problem with nonsense being protected under free speech,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
16,48410,"""13:56""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,48410,"""13:56""","Well, regarding the passing of the Supreme Court of changing, the Supreme Court decision, put your money where your mouth is does not mean free speech. Free speech. Is you want to, you want to put it, you want to make an advertisement, put your money into an advertisement to endorse. Someone use your words, you want to write a newspaper article? Use your words, you want to fund a poster. Use your words. The money is just backing your words, but it's not your words, so it does not equate.",yes," 1. The Supreme Court's decision about changing ""put your money where your mouth is"" to mean free speech is not accurate.
2. Using money to endorse or fund an advertisement, article, or poster is backing your words, but it is not considered free speech.
3. Money is not equivalent to words, even if it is used to support or promote a particular viewpoint.",,,,,,,,,,,,,,," Using money to endorse or fund an advertisement, article, or poster is backing your words, but it is not considered free speech  Money is not equivalent to words, even if it is used to support or promote a particular viewpoint"," The Supreme Court's decision about changing ""put your money where your mouth is"" to mean free speech is not accurate",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
18,48410,"""13:56""", Free Speech. Absolutely not. I agree with that and we do not want our foreign entities involved in our domestics decision-making. They should not have any sway financially or in any other way.,yes," 1. The speaker agrees with free speech.
2. The speaker does not want foreign entities involved in domestic decision-making.
3. Foreign entities should not have financial sway or any other form of influence domestically.",,, The speaker does not want foreign entities involved in domestic decision-making  Foreign entities should not have financial sway or any other form of influence domestically,,,,,,,,,,,,, The speaker agrees with free speech,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
19,48322,"""16:55""","Spending more money. As far as I'm concerned. Is outrageous, democracy, vouchers. Simply.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,48322,"""16:55""", Go ahead and spend your own money on an ad democracy. Fouch Earth is just spending Public Funding matching contributions as nonsense. Public funds should not be used to finance elections and we should keep the throat current federal requirement for full disclosure.,yes," 1. The text argues against the use of public funding for elections.
2. The specific example given is of ""Fouch Earth"" spending public funds to match contributions.
3. The text suggests that this is ""nonsense.""
4. The text argues that public funds should not be used to finance elections.
5. The text supports keeping the current federal requirement for full disclosure in elections.
6. The text implies that using public funds for elections is not a good use of resources.
7. The text suggests that keeping the current requirement for full disclosure is a positive thing.",,,,,,,,, The text supports keeping the current federal requirement for full disclosure in elections  The text suggests that keeping the current requirement for full disclosure is a positive thing,,,," The specific example given is of ""Fouch Earth"" spending public funds to match contributions"," The text argues against the use of public funding for elections "" The text argues that public funds should not be used to finance elections  The text implies that using public funds for elections is not a good use of resources",," The text suggests that this is ""nonsense",False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
21,48322,"""16:55""", I haven't looked at some of the others.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,48410,"""17:25""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,48410,"""17:25""","Yeah, I don't think that we want to use our tax money to, to give everybody an opportunity to promote their candidate. The candidates need to do the work. In my opinion. There's a comment here about changing the contribution amount before disclosure was required. I believe it's currently at may become $200 or something like that.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,48410,"""17:25""", I think in general it should always be transparent. It doesn't matter how much it is.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,48358,"""18:05""","Yeah, I find this to be really interesting. Denver gave matching contributions small contributions for mayor with public funds and try what we ended up having with 17 candidates and the two that are that got put in our runoff election, where the ones that got large donations from, you know, super Pacs and billionaire, donors, Etc. So honestly, it just brought our",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,48358,"""18:05"""," Our field to a ridiculous amount of people and it's just really did not work and some of the candidates who receive some of that money, I think it was a waste of public dollars.",yes," 1. The field of candidates received a ridiculous amount of support from a large number of people.
2. This approach did not work.
3. Some candidates who received this money were not deserving of public dollars.
4. The author believes that the money spent on these candidates was a waste.",,,,,,,,,,,,,, Some candidates who received this money were not deserving of public dollars,, The field of candidates received a ridiculous amount of support from a large number of people  This approach did not work  The author believes that the money spent on these candidates was a waste,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
27,48542,"""18:48""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,48542,"""18:48""","I believe in total total total transparency who's donating and whether it's in an ad, I think the packs should go away anyway. I think that all the dark money dries up. That's going to dry up. We need to get back to individual donations, made by American citizens, period. The end nobody from, you know, foreign country. Nobody with a corporation. You know, that's everything. I have a problem with that, but at the same point in time,",yes," 1. The speaker advocates for total transparency regarding political donations.
2. They believe that political ads should disclose who is donating.
3. The speaker thinks that political ""packs"" (possibly referring to political action committees or PACs) should be abolished.
4. They argue that all dark money in politics should disappear.
5. The speaker wants to return to political donations made by individual American citizens.
6. They oppose donations from foreign countries and corporations.", The speaker wants to return to political donations made by individual American citizens,,, They oppose donations from foreign countries and corporations,,,,, The speaker advocates for total transparency regarding political donations  They believe that political ads should disclose who is donating,,,,,," The speaker thinks that political ""packs"" (possibly referring to political action committees or PACs) should be abolished  They argue that all dark money in politics should disappear",,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
29,48542,"""18:48"""," Time. I don't want to, it would be nice to find a way for people to show their support in advance and maybe",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,48322,"""19:33""","We need to educate the public and spending money as not. That's not an answer. You may find it. If you interested in looking Prager you have a video called campaign Finance reform. Corrupts it absolutely. Does because when politicians want to do campaign, Finance reform, it's always in their favor. I think most people are pretty much in agreement with this. We need more restrictions, not",yes," 1. It is important to educate the public about the issue of campaign finance reform.
2. Spending money is not a solution to this issue.
3. There is a Prager video titled ""Campaign Finance Reform: It Absolutely Corrupts"".
4. Politicians who advocate for campaign finance reform usually do so in a way that benefits them.
5. Most people agree that there needs to be more restrictions on campaign finance.", Most people agree that there needs to be more restrictions on campaign finance," There is a Prager video titled ""Campaign Finance Reform: It Absolutely Corrupts""  Politicians who advocate for campaign finance reform usually do so in a way that benefits them",,,,,,,,, It is important to educate the public about the issue of campaign finance reform,,,, Spending money is not a solution to this issue,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
31,48430,"""20:04""","Yes, I'm we can we need more restrictions on super Pacs and and Public Funding really doesn't work. Because I agree with the previous person that it's just going to add more candidates and it's gonna just muddy the area.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,48486,"""20:18""","I think matching contributions up to $100 for individual. Election campaigns would be simply too costly on the federal level for federal campaigns in Seattle. We had kind of a novel approach, where voters were given $25 voucher to apply to the candidate of their choice, which I think is more useful or local elections.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,48410,"""20:46""","Who paid for that Larry the public tax, the taxpayer do?",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,48410,"""21:42""","I think a nonpartisan commission to draw the lines is a very good idea. Those persons would need to be very astute in the discussion of demographics and the needs of the communities and the fluctuations of populations in each of the communities. It's, there's a lot of nuance to that but I believe it should be independent.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,48322,"""22:08""","There's an expression that says who watches the Watchers. You do not want to put politicians in charge of regulating politics. We don't want to have any more gerrymandering which, which we've had in the past and we do need a national law or amendment of some type to make those.",yes," 1. An expression exists that questions who oversees the people overseeing a process (watching the Watchers).
2. It is not recommended to assign politicians the task of regulating politics.
3. Gerrymandering, which is the manipulation of electoral boundaries to favor one party, should be avoided.
4. In the past, gerrymandering has occurred and needs to be prevented.
5. A national law or constitutional amendment is required to stop gerrymandering.",,,,," Gerrymandering, which is the manipulation of electoral boundaries to favor one party, should be avoided  In the past, gerrymandering has occurred and needs to be prevented  A national law or constitutional amendment is required to stop gerrymandering",,,,,,,,,, An expression exists that questions who oversees the people overseeing a process (watching the Watchers), It is not recommended to assign politicians the task of regulating politics,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
36,48542,"""22:31""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,48542,"""22:31""","I too believed gerrymandering is one of the voter suppression. It's been a problem. It needs to go, my agree with you, who's watching the Watchers who decides whose nonpartisan and who's not, but yet still has enough knowledge. I don't know how this, how we would do this, but I do think it's a good idea. I want to know more about this proposal, how it would happen. How do you elect a nonpartisan person? I mean that's",yes," 1. The author agrees that gerrymandering is a problem and a form of voter suppression.
2. The author believes that gerrymandering should be eliminated.
3. The author questions who would oversee the process of determining who is nonpartisan and who is not.
4. The author expresses uncertainty about how to implement this change.
5. The author is interested in learning more about a proposal to address this issue.
6. The author wonders how one would elect a nonpartisan person.",,,,, The author believes that gerrymandering should be eliminated, The author agrees that gerrymandering is a problem and a form of voter suppression,,,,,,,,, The author questions who would oversee the process of determining who is nonpartisan and who is not, The author expresses uncertainty about how to implement this change  The author is interested in learning more about a proposal to address this issue  The author wonders how one would elect a nonpartisan person,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True
38,48542,"""22:31""", I don't know. I don't get.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,48358,"""23:04""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,48358,"""23:04""","Honestly, I think a big part of this for me is that we know it. Can't be controlled by political parties. So how are we finding the best independent people? I mean, this is a great question for the panelist, in my opinion, how it look? What is the process to find? Independent redistricting commissions? And how do you avoid influence of politics? Because we're all influenced by politics, especially if you're paying attention enough to do gerrymandering work. So some of this is going to be a little convoluted.",yes," 1. The big part of the topic is finding the best independent people for redistricting commissions.
2. These people should not be controlled by political parties.
3. The process of finding such independent individuals is a good question for panelists.
4. The challenge lies in avoiding the influence of politics in the selection process.
5. Even those paying attention to gerrymandering work can be influenced by politics.
6. The process of finding independent redistricting commissions and avoiding political influence can be convoluted.",,,,, The big part of the topic is finding the best independent people for redistricting commissions  Even those paying attention to gerrymandering work can be influenced by politics  The process of finding independent redistricting commissions and avoiding political influence can be convoluted,,,,,,,,,, These people should not be controlled by political parties, The process of finding such independent individuals is a good question for panelists  The challenge lies in avoiding the influence of politics in the selection process,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
41,48358,"""23:04"""," Looted, but I'd be interested to hear what the panel has to say, as what has worked. And what have we seen? Not work.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,48486,"""23:47""","I agree with you, I'll see you love to see it be independent when you look at some of the districts that are gerrymander, some of them are just bizarre and convoluted. So I anyway, I agrees it would be challenged on how you construct an independent commission but I'm sure can be done.",yes," 1. The speaker agrees that gerrymandering can result in bizarre and convoluted districts.
2. The speaker believes that it would be beneficial for districts to be independent.
3. The speaker acknowledges that creating an independent commission to construct districts could be challenging.
4. The speaker is confident that an independent commission can be established despite the challenges.",,,,, The speaker agrees that gerrymandering can result in bizarre and convoluted districts  The speaker believes that it would be beneficial for districts to be independent  The speaker is confident that an independent commission can be established despite the challenges, The speaker acknowledges that creating an independent commission to construct districts could be challenging,,,,,,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
43,48322,"""24:10""","I've got a thought on that, that may you may be appreciate, if any of you are rested for a criminal offense, you have a right to a trial.",yes," 1. The speaker has a thought to share.
2. The thought may be appreciated by the listener.
3. The thought is related to a situation where someone is accused of a criminal offense.
4. The person accused has a right to a trial.",,,,,,,,,,,,,,,, The speaker has a thought to share  The thought may be appreciated by the listener  The thought is related to a situation where someone is accused of a criminal offense  The person accused has a right to a trial,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
44,48322,"""24:10"""," From the voters records, a jury is empaneled and questioned as far as any prejudices are concerned. We could do the same thing. We could draw by lat a number of,",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,48322,"""24:10"""," Nonpartisan individuals that are questioned for any prejudices and they could be, they could form this independent Commission.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,48410,"""24:48""","I think the path to that could be, you've never served in office, you've never run for office, you don't work, you're not in a family of someone that's run for office. You were completely detached from the political process. Other than you are an average citizen who studies and votes your job resume. There's all kinds of things that would qualify you for a position of oversight that have nothing to do with politics. So, you know, in that",yes," 1. The person has never served in office.
2. The person has never run for office.
3. The person does not have a job in politics or a family member who has run for office.
4. The person is an average citizen who studies and votes.
5. The person's qualifications for a position of oversight do not necessarily have to be political in nature.",,,,,,,,,,,,,,,, The person has never served in office  The person has never run for office  The person does not have a job in politics or a family member who has run for office  The person is an average citizen who studies and votes  The person's qualifications for a position of oversight do not necessarily have to be political in nature,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
47,48410,"""24:48""", Bucket of people that you grab. There's there's some pretty cut-and-dry requirements that would eliminate you right away in my opinion.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,48322,"""25:26""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,48542,"""25:26""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,48542,"""25:26""","I do as well. It's like and Pamelia grand jury. I mean, it's a similar sort of process, but I think you're that's an excellent idea. And I'd really like to hear what the panel has to say about, you know, how we would Implement that. And if it's ever been tried, and again, what worked, what didn't that's important to know.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,48542,"""25:26""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,48486,"""25:58""","We could be difficult to get a national law passed. Requiring independent commission's to get agreement from enough votes, from both parties to pass, that each party benefits with regard to the states that they control. So, each one of the begin with beginning of the benefit that they currently enjoy,",yes," 1. It is difficult to pass a national law due to the requirement of agreement from both parties.
2. An independent commission needs to reach a consensus where each party benefits in the states they control.
3. The law should begin with preserving the benefits that each party currently enjoys in their respective states.",,,,,,,,,,,,,,, An independent commission needs to reach a consensus where each party benefits in the states they control, It is difficult to pass a national law due to the requirement of agreement from both parties  The law should begin with preserving the benefits that each party currently enjoys in their respective states,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
53,48322,"""27:17""","All right, let's have a Federal Election Day, a national holiday and rather than find people. Let's give up voucher for $20, you know, they had the",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,48322,"""27:17""","Maybe they had to take a day off from work but let's make it a national holiday anyway and we give them $25 or $20 for gas whatever that'll give them a bonus and then it send it to vote. I think it should be a duty like a jury duty and I don't have any problem with 16 year, olds voting for School Board elections that's just like part of civics class.",yes," 1. The suggestion is to consider a day off from work as a national holiday.
2. During this day, people would receive a bonus, which could be $25 or the equivalent of that for gas.
3. This idea is presented as a way to encourage people to vote.
4. The speaker also proposes that voting should be considered a duty, similar to jury duty.
5. The speaker is open to the idea of 16-year-olds voting in School Board elections, seeing it as part of civics class.",,,,,,,,,,," The speaker is open to the idea of 16-year-olds voting in School Board elections, seeing it as part of civics class",,,,," The suggestion is to consider a day off from work as a national holiday  During this day, people would receive a bonus, which could be $25 or the equivalent of that for gas  This idea is presented as a way to encourage people to vote  The speaker also proposes that voting should be considered a duty, similar to jury duty",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
55,48358,"""27:54""","I mean, I fully agree the fact that it's not a federal holiday is shocking with some of the other federal holidays, that that we claim to celebrate and getting 16 year olds engaged like, well, they're potentially in civic, education, courses and high school is fantastic. I would love to be able to actually apply some of what I learned and I think there's a part of me as well, that thinks along with making things easier to vote does.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,48358,"""27:54"""," That come hand-in-hand with making it easier to appear on the ballot. You know, a lot of the parties talk about it, that takes away votes from the bigger parties, but in my head, that sort of a good thing that you're not appealing to all the voters, you need to do a better job.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,48542,"""28:39""","Unfortunately, in my experience, the third party spoilers have caused some horrible things to happen and that's just my personal opinion, but now I don't think we need to make it any easier. It's easy enough. I think as it is now you have to have a certain number, you know, petitions, whatever compulsory voting. Absolutely positively. Never, ever, ever is my country going to tell me I have to vote, or I don't. Sorry, I'm not with that.",yes," 1. The third party spoilers have caused some horrible things to happen according to the speaker's personal experience.
2. The speaker believes that it is not necessary to make it easier to participate in voting.
3. Currently, a certain number of petitions or compulsory voting is required for voting.
4. The speaker strongly opposes any form of mandatory voting, asserting that their country will never tell them they have to vote.",,,,,,,,,,,,,,,," The third party spoilers have caused some horrible things to happen according to the speaker's personal experience  The speaker believes that it is not necessary to make it easier to participate in voting  Currently, a certain number of petitions or compulsory voting is required for voting  The speaker strongly opposes any form of mandatory voting, asserting that their country will never tell them they have to vote",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
58,48542,"""28:39""","At 16 year olds voting. Yes yes yes, civic education, you know, government in action and you know maybe they'll go out and vote when they turn 18, I'm all for that. So I pretty much yes.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,48486,"""29:24""",In both Seattle and San Diego where I currently live. It's very easy for independent candidates to appear on the ballot for local and state elections with regard to elections at the federal level. I think that's a little more problematic and would require some additional consideration. Make it a Federal holiday and certainly agreed with that. I think it'd be a great idea. Especially for people who,yes," 1. It is easy for independent candidates to appear on the ballot for local and state elections in Seattle and San Diego.
2. Appearing on the ballot for federal elections as an independent candidate is more problematic.
3. Making Election Day a Federal holiday is agreed upon by the speaker.
4. The speaker believes that making Election Day a Federal holiday would be a great idea.
5. The speaker thinks that this change would be beneficial for people who are eligible to vote.",,,,,,,,,,,,,,, Making Election Day a Federal holiday is agreed upon by the speaker  The speaker thinks that this change would be beneficial for people who are eligible to vote, It is easy for independent candidates to appear on the ballot for local and state elections in Seattle and San Diego  Appearing on the ballot for federal elections as an independent candidate is more problematic  The speaker believes that making Election Day a Federal holiday would be a great idea,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
60,48486,"""29:24""", cannot vote by mail.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,48410,"""33:31""","Is question. Number 3, supposed to read non-partisan",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,48322,"""34:23""",Like a combination of 1 2 and 3.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,48322,"""34:23"""," My idea combined with the second choice and the third choice, an independent group that's going to address campaign refining. Think campaign financing voter reform, redistricting in the",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
